InvoiceID,InvoiceSequenceID,OMONumber,InvoiceBillAmount,InvoicePayAmount,SalesTax,AdminFee,PaymentID,ChargeAmount,Payment Term,InvoiceStatus,InvoiceDate,DateTransferDoF,DaysDel
1,E301239,E301239,70,70,5.78,15,473964,90.78,45,Dispute,10-02-2002,10/19/2005,90PDayDel
1,E309132,E309132,1390,1390,114.68,75,165332,1579.68,45,NotDispute,01-11-2003,3/20/2003,30DayDel
1,12625,E311875,155.32,155.32,6.21,23.3,155500,184.83,45,NotDispute,12/23/2002,2/20/2003,30DayDel
1,E313499,E313499,7.3,7.3,0.6,15,175351,22.9,45,Dispute,1/20/2003,9/19/2003,90PDayDel
1,E315287,E315287,10.95,10.95,0.9,15,183356,26.85,45,Dispute,02-11-2003,9/19/2003,90PDayDel
1,E317158,E317158,70,70,5.78,15,184688,90.78,45,NotDispute,03-04-2003,5/20/2003,60DayDel
1,E402019,E402019,8.4,8.4,0.72,15,231211,24.12,45,NotDispute,7/31/2003,10/24/2003,60DayDel
1,E403484,E403484,70,70,6.04,15,363639,91.04,45,Dispute,8/20/2003,11/22/2004,90PDayDel
1,E405939,E405939,820,820,70.73,75,293041,965.73,45,Dispute,1/20/2004,4/20/2004,60DayDel
1,8465,E410352,957.87,957.87,39.51,75,270532,1072.38,45,NotDispute,12-09-2003,1/21/2004,On-Time
1,E411753,E411753,70,70,6.04,15,282228,91.04,45,NotDispute,12/27/2003,3/22/2004,60DayDel
1,E418039,E418039,1499.99,1499.99,129.37,75,326352,1704.36,45,Dispute,03-10-2004,8/20/2004,90PDayDel
1,E420271,E420271,70,70,6.04,15,342292,91.04,30,Dispute,4/14/2004,8/20/2004,90PDayDel
1,E421332,E421332,355,355,30.62,53.25,326212,438.87,30,Dispute,4/16/2004,8/20/2004,90PDayDel
1,E422571,E422571,70,70,6.04,15,344320,91.04,30,NotDispute,6/23/2004,9/20/2004,60DayDel
1,E423643,E423643,295,295,25.44,44.25,343760,364.69,30,NotDispute,6/25/2004,9/20/2004,60DayDel
1,E425136,E425136,469,469,40.45,70.35,343038,579.8,30,NotDispute,6/23/2004,9/20/2004,60DayDel
1,E425820,E425820,445,445,38.38,66.75,345883,550.13,30,NotDispute,7/15/2004,9/20/2004,60DayDel
1,E507722,E507722,11.25,11.25,0.97,15,373323,27.22,30,Dispute,09-11-2004,2/22/2005,90PDayDel
1,E516098,E516098,70,70,6.04,15,412466,91.04,30,NotDispute,2/16/2005,4/20/2005,60DayDel
1,E522593,E522593,1420,1420,122.48,75,473772,1617.48,30,Dispute,05-02-2005,10/19/2005,90PDayDel
1,E522775,E522775,70,70,6.04,15,433993,91.04,30,NotDispute,04-11-2005,6/20/2005,60DayDel
1,E523066,E523066,14,14,1.21,15,434930,30.21,30,NotDispute,04-05-2005,6/20/2005,60DayDel
1,E524018,E524018,3510,3510,302.74,75,442960,3887.74,30,NotDispute,05-07-2005,7/20/2005,60DayDel
1,E525931,E525931,2870,2620,225.98,75,454592,2920.98,30,NotDispute,5/28/2005,8/19/2005,60DayDel
3,RE525931RO1,E525931,250,250,20.63,37.5,819946,308.13,30,Dispute,5/28/2005,6/20/2008,90PDayDel
2,E525931RO1,E525931,250,0,0,0,,0,30,NotDispute,5/28/2005,,90PDayDel
1,E526245,E526245,1289,1289,111.18,75,434584,1475.18,30,NotDispute,04-12-2005,6/20/2005,60DayDel
1,E527326,E527326,70,70,6.04,15,442422,91.04,30,NotDispute,4/15/2005,6/20/2005,60DayDel
1,E529621,E529621,1073.25,1073.25,92.57,75,445027,1240.82,30,NotDispute,06-03-2005,7/20/2005,30DayDel
1,E533662,E533662,35,35,3.02,15,463463,53.02,30,NotDispute,6/29/2005,9/20/2005,60DayDel
1,E534220,E534220,380,380,32.78,57,475938,469.78,30,Dispute,6/13/2005,11/22/2005,90PDayDel
1,E535578,E535578,424,424,36.57,63.6,463115,524.17,30,NotDispute,07-07-2005,8/19/2005,30DayDel
1,E535584,E535584,22.5,22.5,1.94,15,473436,39.44,30,Dispute,6/29/2005,10/19/2005,90DayDel
3,114014154,E601405,24.8,24.8,1.02,15,591253,40.82,30,NotDispute,7/24/2006,9/20/2006,30DayDel
4,114014154,E601405,22.44,22.44,0.93,15,591254,38.37,30,NotDispute,7/24/2006,9/20/2006,30DayDel
5,114014154,E601405,25.2,25.2,1.04,15,591255,41.24,30,NotDispute,7/24/2006,9/20/2006,30DayDel
6,144014154,E601405,90.26,17.82,0.74,15,593097,33.56,30,NotDispute,7/24/2006,9/20/2006,30DayDel
1,114014154,E601405,24.8,0,0,0,,0,30,NotDispute,9/21/2005,,90PDayDel
2,114014154,E601405,42.62,0,0,0,,0,30,NotDispute,9/21/2005,,90PDayDel
1,6.55E+12,E601458,172.89,172.89,7.13,25.93,473603,205.95,30,NotDispute,8/17/2005,10/19/2005,60DayDel
2,6.55E+14,E601458,201.12,201.12,8.3,30.17,484992,239.59,30,NotDispute,9/16/2005,11/22/2005,60DayDel
3,6.55E+14,E601458,125.72,125.72,5.19,18.86,498420,149.77,30,NotDispute,11/16/2005,12/20/2005,30DayDel
4,6.55E+14,E601458,131.92,131.92,5.44,19.79,509244,157.15,30,NotDispute,12/19/2005,1/23/2006,30DayDel
5,6.55E+14,E601458,139.27,139.27,5.74,20.89,526830,165.9,30,NotDispute,1/19/2006,3/20/2006,30DayDel
7,6.55E+13,E601458,27.09,27.09,1.12,15,570251,43.21,30,NotDispute,5/17/2006,7/20/2006,60DayDel
8,6.55E+14,E601458,86.53,86.53,3.57,15,591218,105.1,30,Dispute,6/16/2006,9/20/2006,90DayDel
6,6.55E+14,E601458,172.52,0,0,0,,0,30,NotDispute,2/17/2006,,90PDayDel
1,E604703,E604703,50,50,4.31,15,476876,69.31,30,NotDispute,09-02-2005,11/22/2005,60DayDel
1,E605635,E605635,1500,1500,129.38,75,485319,1704.38,30,NotDispute,9/23/2005,11/22/2005,30DayDel
1,E606217,E606217,15,15,1.29,15,487176,31.29,30,NotDispute,09-05-2005,11/22/2005,60DayDel
1,E610617,E610617,14,14,1.21,15,507446,30.21,30,Dispute,10/20/2005,1/23/2006,90DayDel
1,11141,E612686,476.55,476.55,19.66,71.48,496571,567.69,30,NotDispute,10/31/2005,11/22/2005,On-Time
1,E614373,E614373,14,14,1.21,15,519486,30.21,30,NotDispute,11/30/2005,2/21/2006,60DayDel
1,E614952,E614952,1283,70,6.04,15,537958,91.04,30,Dispute,12-05-2005,4/20/2006,90PDayDel
1,E619510,E619510,70,70,6.04,15,529383,91.04,30,NotDispute,01-12-2006,3/20/2006,60DayDel
1,E624864,E624864,70,70,6.04,15,548297,91.04,30,NotDispute,03-04-2006,4/20/2006,30DayDel
1,E625626,E625626,24.5,24.5,2.11,15,570110,41.61,30,Dispute,03-03-2006,6/20/2006,90DayDel
1,E625938,E625938,15,15,1.29,15,579881,31.29,30,Dispute,03-03-2006,7/20/2006,90PDayDel
1,E632285,E632285,3040,2790,240.64,75,611869,3105.64,30,NotDispute,8/23/2006,10/20/2006,30DayDel
2,RE632285,E632285,250,250,20.94,37.5,833657,308.44,30,NotDispute,06-03-2008,7/18/2008,30DayDel
1,E632474,E632474,24.5,24.5,2.11,15,592949,41.61,30,Dispute,05-10-2006,9/20/2006,90PDayDel
1,E633180,E633180,24.5,24.5,2.11,15,600932,41.61,30,Dispute,5/15/2006,9/20/2006,90PDayDel
1,E700387,E700387,33.75,33.75,2.91,15,611563,51.66,30,Dispute,7/20/2006,10/20/2006,90DayDel
1,E701013,E701013,41.25,41.25,3.56,15,611529,59.81,30,Dispute,7/20/2006,10/20/2006,90DayDel
1,E701049,E701049,24.5,24.5,2.11,15,611919,41.61,30,Dispute,7/20/2006,10/20/2006,90DayDel
1,E702762,E702762,14,14,1.21,15,613439,30.21,30,Dispute,08-07-2006,11/16/2006,90DayDel
1,E703428,E703428,50,50,4.31,15,612173,69.31,30,NotDispute,8/31/2006,10/20/2006,30DayDel
1,E705534,E705534,70,70,6.04,15,601862,91.04,30,NotDispute,8/29/2006,10/20/2006,30DayDel
1,E706350,E706350,60,60,5.18,15,623039,80.18,30,NotDispute,09-02-2006,11/16/2006,60DayDel
1,E709943,E709943,2841.5,2841.5,245.08,75,632883,3161.58,30,NotDispute,10/31/2006,12/20/2006,30DayDel
1,D700097,D700097,425,425,36.66,63.75,663653,525.41,30,Dispute,11/14/2006,3/20/2007,90PDayDel
1,E710970,E710970,7,7,0.6,15,635789,22.6,30,NotDispute,10/31/2006,1/19/2007,60DayDel
1,E711175,E711175,14,14,1.21,15,635392,30.21,30,NotDispute,10/31/2006,1/19/2007,60DayDel
1,E711806,E711806,21,21,1.81,15,645964,37.81,30,Dispute,10/31/2006,2/20/2007,90DayDel
1,E712755,E712755,12,12,1.04,15,644847,28.04,30,Dispute,11-10-2006,2/20/2007,90DayDel
1,E726998,E726998,450,450,38.81,67.5,687473,556.31,30,NotDispute,05-04-2007,6/20/2007,30DayDel
1,E727253,E727253,23.8,23.8,2.05,15,685076,40.85,30,NotDispute,4/16/2007,5/18/2007,30DayDel
1,E805054,E805054,1334,1334,111.72,75,751225,1520.72,30,NotDispute,10-11-2007,12/20/2007,60DayDel
1,E809404,E809404,489,489,40.95,73.35,751978,603.3,30,NotDispute,11/15/2007,12/20/2007,30DayDel
1,E810873,E810873,36.75,36.75,3.08,15,760574,54.83,30,NotDispute,11-02-2007,12/20/2007,30DayDel
1,E811086,E811086,1385,1385,115.99,75,797358,1575.99,30,NotDispute,03-10-2008,4/18/2008,30DayDel
1,E814706,E814706,10.5,10.5,0.88,15,783227,26.38,30,Dispute,12/14/2007,3/20/2008,90DayDel
1,E821258,E821258,495,495,41.46,74.25,785933,610.71,30,NotDispute,02-04-2008,3/20/2008,30DayDel
1,E821518,E821518,29.75,29.75,2.49,4.46,793945,36.7,30,NotDispute,02-06-2008,3/20/2008,30DayDel
1,E832121,E832121,21,21,1.76,3.15,834412,25.91,30,NotDispute,5/16/2008,7/18/2008,60DayDel
1,E832492,E832492,786,786,65.83,117.9,834788,969.73,30,NotDispute,5/27/2008,7/18/2008,30DayDel
1,E901295,E901295,23800,14280,1195.95,2142,932473,17617.95,30,NotDispute,01-05-2009,3/20/2009,60DayDel
2,RE901295,E901295,9520,2725.1,228.23,408.77,973051,3362.1,30,Dispute,01-05-2009,6/19/2009,90PDayDel
1,E905075,E905075,995,995,83.33,149.25,945124,1227.58,30,NotDispute,02-11-2009,3/20/2009,30DayDel
1,E905143,E905143,70,70,5.86,10.5,868969,86.36,30,NotDispute,09-02-2008,10/20/2008,30DayDel
1,E907581,E907581,70,70,5.86,10.5,889917,86.36,30,NotDispute,10/14/2008,11/20/2008,30DayDel
1,E908534,E908534,225,225,18.84,33.75,880671,277.59,30,NotDispute,9/19/2008,11/20/2008,60DayDel
1,D900221,D900221,10955,10955,917.48,1643.25,919591,13515.73,30,NotDispute,12-12-2008,2/17/2009,60DayDel
1,E913975,E913975,70,70,5.86,10.5,901355,86.36,30,NotDispute,11-07-2008,12-10-2008,30DayDel
1,E914486,E914486,70,70,5.86,10.5,903719,86.36,30,NotDispute,11/17/2008,1/20/2009,60DayDel
1,E915033,E915033,70,70,5.86,10.5,907092,86.36,30,NotDispute,12-10-2008,1/20/2009,30DayDel
1,E919741,E919741,70,70,5.86,10.5,933098,86.36,30,NotDispute,1/20/2009,3/20/2009,30DayDel
1,E935371,E935371,50,50,4.19,7.5,1018141,61.69,30,NotDispute,7/31/2009,9/18/2009,30DayDel
1,E940815,E940815,50,50,4.19,7.5,1014648,61.69,30,NotDispute,7/22/2009,9/18/2009,30DayDel
1,1797903,EA02727,197.06,197.06,7.88,29.56,1029428,234.5,30,NotDispute,7/16/2009,9/18/2009,60DayDel
2,1812045,EA02727,288.53,288.53,11.54,43.28,1042846,343.35,30,NotDispute,8/14/2009,10/20/2009,60DayDel
3,1826389,EA02727,305,305,12.2,45.75,1057618,362.95,30,NotDispute,9/15/2009,11/18/2009,60DayDel
4,1842088,EA02727,107.4,107.4,4.83,16.11,1072253,128.34,30,NotDispute,10/27/2009,12/18/2009,30DayDel
10,1919539,EA02727,448.88,448.88,20.2,67.33,1147443,536.41,30,NotDispute,4/16/2010,06-01-2010,30DayDel
11,1933792,EA02727,177.53,177.53,7.99,26.63,1160690,212.15,30,NotDispute,5/14/2010,6/18/2010,30DayDel
12,1938130,EA02727,209.14,209.14,9.41,31.37,1164547,249.92,30,NotDispute,6/15/2010,7/20/2010,30DayDel
5,1859819,EA02727,197.23,197.23,7.89,29.58,1097761,234.7,30,Dispute,1/19/2009,3/24/2010,90PDayDel
6,1859828,EA02727,816.03,815.66,36.7,122.35,1097762,974.71,30,Dispute,12/16/2009,3/24/2010,90DayDel
7,1873128,EA02727,1175.22,1175.22,52.88,176.28,1102146,1404.38,30,NotDispute,1/15/2010,3/24/2010,60DayDel
8,1888593,EA02727,1172.1,1172.1,52.74,175.82,1116914,1400.66,30,NotDispute,2/17/2010,4/20/2010,60DayDel
9,1904377,EA02727,775.3,775.3,34.89,116.3,1131712,926.49,30,NotDispute,3/18/2010,5/20/2010,60DayDel
13,1977703,EA02727,88,88,3.96,13.2,1203899,105.16,30,NotDispute,7/15/2010,9/20/2010,60DayDel
1,EA05309,EA05309,391,391,32.75,58.65,1028201,482.4,30,NotDispute,08-04-2009,9/18/2009,30DayDel
1,EA05613,EA05613,8.7,8.7,0.73,1.31,1043939,10.74,30,Dispute,08-05-2009,11/18/2009,90DayDel
1,EA07046,EA07046,15.4,15.4,1.29,2.31,1057882,19,30,NotDispute,8/21/2009,11/18/2009,60DayDel
1,EA08003,EA08003,340,340,28.48,51,1058538,419.48,30,NotDispute,9/13/2009,11/18/2009,60DayDel
1,EA11209,EA11209,7.7,7.7,0.68,1.16,1074343,9.54,30,Dispute,10-01-2009,1/20/2010,90DayDel
1,EA20041,EA20041,100,100,8.88,15,1098611,123.88,30,NotDispute,01-06-2010,2/19/2010,30DayDel
1,EA22316,EA22316,100,100,8.88,15,1115436,123.88,30,NotDispute,02-06-2010,4/20/2010,60DayDel
1,EA29129,EA29129,42.35,42.35,3.76,6.35,1163020,52.46,30,Dispute,3/18/2010,7/20/2010,90PDayDel
1,EA32370,EA32370,100,100,8.88,15,1162978,123.88,30,NotDispute,4/27/2010,7/20/2010,60DayDel
1,EA35251,EA35251,1070,1070,94.96,267.5,1187300,1432.46,30,NotDispute,06-11-2010,8/20/2010,60DayDel
1,EA35296,EA35296,799,299,26.54,74.75,1175953,400.29,30,NotDispute,06-03-2010,8/20/2010,60DayDel
1,EA36278,EA36278,100,100,8.88,25,1205321,133.88,30,Dispute,7/19/2010,10/20/2010,90DayDel
1,1977617,EA37734,310.59,310.59,13.98,77.65,1203809,402.22,30,NotDispute,8/27/2010,9/20/2010,On-Time
2,1977621,EA37734,175,175,7.88,43.75,1203810,226.63,30,NotDispute,8/27/2010,9/20/2010,On-Time
1,EB00577,EB00577,12.75,12.75,1.13,3.19,1188972,17.07,30,NotDispute,6/29/2010,9/20/2010,60DayDel
1,1995575,EB01531,29.51,19.37,0.87,4.84,1221547,25.08,30,NotDispute,8/20/2010,11/18/2010,60DayDel
2,2024621,EB01531,47.77,40.04,1.8,10.01,1261670,51.85,30,Dispute,10/21/2010,1/20/2011,90DayDel
3,2024629,EB01531,33.6,33.6,1.51,8.4,1261671,43.51,30,NotDispute,12-10-2010,1/20/2011,30DayDel
4,2041430,EB01531,35.72,35.72,1.61,8.93,1276092,46.26,30,NotDispute,12/22/2010,2/15/2011,30DayDel
5,2053169,EB01531,37.15,37.15,1.67,9.29,1279249,48.11,30,Dispute,1/24/2010,3/18/2011,90PDayDel
6,2067862,EB01531,33.98,33.98,1.53,8.5,1293335,44.01,30,NotDispute,2/23/2011,4/20/2011,30DayDel
7,2082257,EB01531,32.23,32.23,1.45,8.06,1305943,41.74,30,NotDispute,3/24/2011,4/20/2011,On-Time
8,2097698,EB01531,33.75,16.3,0.73,4.08,1321648,21.11,30,NotDispute,4/22/2011,5/20/2011,On-Time
9,2113028,EB01531,36,36,1.62,9,1336924,46.62,30,NotDispute,5/23/2011,7/20/2011,30DayDel
10,2139980,EB01531,39.12,39.12,1.76,9.78,1375418,50.66,30,NotDispute,6/22/2011,8/19/2011,30DayDel
1,EB04454,EB04454,378,378,33.55,94.5,1204156,506.05,30,NotDispute,7/27/2010,10/20/2010,60DayDel
1,EB10504,EB10504,19.4,19.4,1.72,4.85,1248956,25.97,30,Dispute,9/27/2010,1/20/2011,90DayDel
1,EB09577,EB09577,775,775,68.78,193.75,1251223,1037.53,30,Dispute,9/27/2010,1/20/2011,90DayDel
1,EB12776,EB12776,594,594,52.72,148.5,1246693,795.22,30,NotDispute,11-03-2010,12/20/2010,30DayDel
1,EB13205,EB13205,100,100,8.88,25,1247177,133.88,30,NotDispute,11/13/2010,12/20/2010,30DayDel
1,EB12927,EB12927,1925,1925,170.84,481.25,1289992,2577.09,30,Dispute,11-09-2010,3/18/2011,90PDayDel
1,EB14554,EB14554,150,150,13.31,37.5,1321278,200.81,30,Dispute,12-08-2010,06-10-2011,90PDayDel
1,EB16454,EB16454,19.4,19.4,1.72,4.85,1277905,25.97,30,Dispute,12-08-2010,3/18/2011,90DayDel
1,EB18712,EB18712,950,800,71,200,1278439,1071,30,NotDispute,1/19/2011,3/18/2011,30DayDel
2,REB25149,EB25149,630,630,55.91,157.5,1337164,843.41,30,Dispute,3/15/2011,7/20/2011,90PDayDel
1,EB25149,EB25149,630,0,0,0,,0,30,NotDispute,3/15/2011,,90PDayDel
12,2943031,EF02433,58.65,58.65,2.64,23.46,2103587,84.75,30,NotDispute,06-10-2015,7/20/2015,30DayDel
13,2945349,EF02433,48.38,48.38,2.18,19.35,2105758,69.91,30,NotDispute,07-10-2015,8/20/2015,30DayDel
14,2948226,EF02433,50.23,50.23,2.26,20.09,2108366,72.58,30,NotDispute,08-10-2015,9/18/2015,30DayDel
15,2951470,EF02433,59.34,59.34,2.67,23.74,2111493,85.75,30,NotDispute,09-10-2015,10/20/2015,30DayDel
16,2954511,EF02433,63.74,63.74,2.87,25.5,2114210,92.11,30,NotDispute,10-09-2015,11/20/2015,30DayDel
17,2958267,EF02433,72.45,72.45,3.26,28.98,2117204,104.69,30,NotDispute,11-06-2015,12/18/2015,30DayDel
1,EF07567,EF07567,100,100,8.88,40,1998065,148.88,30,NotDispute,10/18/2014,11/20/2014,30DayDel
1,EF10578,EF10578,1225,1225,108.72,490,2056898,1823.72,30,NotDispute,2/19/2015,3/20/2015,On-Time
2,REF12201,EF12201,100,100,8.88,40,2055181,148.88,30,NotDispute,2/18/2015,3/20/2015,90PDayDel
1,EF12201,EF12201,1320,1220,108.28,488,2040440,1816.28,30,NotDispute,12/30/2014,2/20/2015,30DayDel
1,EF15135,EF15135,8,8,0.71,3.2,2073556,11.91,30,Dispute,02-12-2015,5/17/2015,90DayDel
1,EF15887,EF15887,895,745,66.12,298,2101207,1109.12,30,NotDispute,04-05-2015,6/19/2015,60DayDel
1,EF22822,EF22822,880,880,78.1,352,2107973,1310.1,30,NotDispute,08-03-2015,9/18/2015,30DayDel
1,EG04142,EG04142,8,8,0.71,3.2,2116078,11.91,30,NotDispute,9/23/2015,11/20/2015,30DayDel
1,EG04495,EG04495,100,100,8.88,50,2119096,158.88,30,Dispute,10/16/2015,1/20/2016,90DayDel
1,EG05332,EG05332,100,100,8.88,50,2119119,158.88,30,NotDispute,11/19/2015,1/20/2016,60DayDel
1,EG08706,EG08706,100,100,8.88,50,2121977,158.88,30,NotDispute,12/21/2015,2/19/2016,30DayDel
1,EG13083,EG13083,1525,1525,135.34,762.5,2132356,2422.84,30,NotDispute,2/22/2016,5/16/2016,60DayDel
1,EG14453,EG14453,44,44,3.91,22,2133047,69.91,30,NotDispute,3/14/2016,5/16/2016,60DayDel
1,EH02843,EH02843,100,100,8.88,50,2153068,158.88,30,Dispute,9/20/2016,12/20/2016,90DayDel
1,EH08136,EH08136,16,16,1.42,8,2160640,25.42,30,NotDispute,12/16/2016,2/17/2017,60DayDel
1,1,E008126,792,792,65.34,75,193,932.34,30,Dispute,6/20/1999,3/22/2000,90PDayDel
1,E017444,E017444,990,990,81.68,75,12002,1146.68,30,Dispute,03-10-2000,12/20/2000,90PDayDel
1,E017082,E017082,200,200,16.5,30,13406,246.5,30,Dispute,2/28/2000,12/20/2000,90PDayDel
1,E015369,E015369,28895,28895,2383.84,75,21805,31353.84,30,Dispute,3/18/2000,11/17/2000,90PDayDel
1,E023053,E023053,7.3,7.3,0.6,15,22313,22.9,30,Dispute,6/24/2000,2/20/2001,90PDayDel
1,E021100,E021100,17.75,17.75,1.46,15,23687,34.21,30,Dispute,05-12-2000,2/20/2001,90PDayDel
1,E100563,E100563,36.5,36.5,3.01,15,26230,54.51,30,Dispute,7/27/2000,2/20/2001,90PDayDel
1,E024082,E024082,795,795,65.59,75,26918,935.59,30,NotDispute,08-02-2000,10/18/2000,60DayDel
1,E103812,E103812,29.2,29.2,2.41,15,29781,46.61,30,Dispute,09-12-2000,2/20/2001,90PDayDel
1,E023593,E023593,4925,4925,406.31,75,30175,5406.31,30,Dispute,9/17/2000,2/20/2001,90PDayDel
1,E024048,E024048,70,70,5.78,15,30436,90.78,30,Dispute,7/27/2000,2/20/2001,90PDayDel
1,D000594,D000594,28011,28011,2310.91,75,32758,30396.91,30,NotDispute,10/16/2000,12/20/2000,60DayDel
1,E103571,E103571,497,70,5.78,15,33043,90.78,30,Dispute,9/20/2000,12/20/2000,90DayDel
1,E101233,E101233,14.2,14.2,1.17,15,37482,30.37,30,Dispute,8/14/2000,2/20/2001,90PDayDel
1,E112006,E112006,7.2,7.2,0.59,15,39968,22.79,30,Dispute,1/17/2001,8/17/2001,90PDayDel
1,E104256,E104256,2785,1785,147.26,75,46847,2007.26,30,NotDispute,1/22/2001,4/20/2001,60DayDel
1,E108813,E108813,70,70,5.78,15,48764,90.78,30,Dispute,11/21/2000,4/20/2001,90PDayDel
1,E112054,E112054,50,50,4.13,15,50578,69.13,30,NotDispute,03-05-2001,5/18/2001,60DayDel
1,E117904,E117904,14.6,14.6,1.2,15,51311,30.8,30,NotDispute,3/28/2001,5/18/2001,30DayDel
1,E115698,E115698,1439,1439,118.72,75,52430,1632.72,30,NotDispute,3/18/2001,5/18/2001,60DayDel
1,E119838,E119838,18,18,1.49,15,57630,34.49,30,Dispute,5/23/2001,10/22/2001,90PDayDel
1,E121922,E121922,14.4,14.4,1.19,15,57872,30.59,30,NotDispute,5/17/2001,7/19/2001,60DayDel
1,E123202,E123202,75,70,5.78,15,66384,90.78,30,Dispute,6/25/2001,10/22/2001,90DayDel
1,E202252,E202252,70,70,5.78,15,77155,90.78,30,NotDispute,10-10-2001,12/19/2001,60DayDel
1,E210219,E210219,375,375,30.94,56.25,80600,462.19,30,NotDispute,12-10-2001,1/22/2002,30DayDel
1,E210462,E210462,18,18,1.49,15,80845,34.49,30,NotDispute,12/27/2001,1/22/2002,On-Time
1,E205444,E205444,3000,3000,247.5,75,81092,3322.5,30,NotDispute,12-03-2001,2/19/2002,60DayDel
1,11207,E211454,166.11,166.11,6.64,24.92,81095,197.67,30,NotDispute,12/29/2001,2/19/2002,30DayDel
1,E2127170,E212170,14.4,14.4,1.19,15,82813,30.59,30,Dispute,1/21/2002,6/20/2002,90PDayDel
1,E204216,E204216,70,70,5.78,15,90257,90.78,30,Dispute,10/23/2001,4/19/2002,90PDayDel
1,E210338,E210338,699,699,57.67,75,90611,831.67,30,Dispute,12/28/2001,4/19/2002,90DayDel
1,E213364,E213364,8687.92,8687.92,716.75,75,91150,9479.67,30,NotDispute,2/27/2002,4/19/2002,30DayDel
1,E213902,E213902,330,330,27.23,49.5,94727,406.73,30,Dispute,02-05-2002,5/17/2002,90DayDel
1,E214916,E214916,1500,1500,123.75,75,100456,1698.75,30,Dispute,2/28/2002,6/20/2002,90DayDel
1,E211553,E211553,200,70,5.78,15,100656,90.78,30,Dispute,01-03-2002,7/19/2002,90PDayDel
1,E217167,E217167,70,70,5.78,15,104864,90.78,30,NotDispute,5/29/2002,8/19/2002,60DayDel
1,E214134,E214134,900,900,74.25,75,104865,1049.25,30,Dispute,2/28/2002,8/19/2002,90PDayDel
1,E106493,E106493,2197,2197,181.25,75,106033,2453.25,30,Dispute,12-04-2000,8/19/2002,90PDayDel
1,E222547,E222547,14.4,14.4,1.19,15,116782,30.59,30,Dispute,7/20/2002,8/20/2003,90PDayDel
1,E120257,E120257,70,70,5.78,15,116813,90.78,30,Dispute,06-10-2002,8/20/2003,90PDayDel
1,E303773,E303773,70,70,5.78,15,125599,90.78,30,NotDispute,8/28/2002,10/22/2002,30DayDel
1,E303086,E303086,70,70,5.78,15,131772,90.78,30,NotDispute,09-10-2002,11/20/2002,60DayDel
1,E303935,E303935,14.6,14.6,1.2,15,132289,30.8,30,NotDispute,9/18/2002,11/20/2002,60DayDel
1,E213784,E213784,60,60,4.95,15,132908,79.95,30,Dispute,2/28/2002,11/20/2002,90PDayDel
1,E306399,E306399,70,70,5.78,15,140034,90.78,30,NotDispute,10-09-2002,12/20/2002,60DayDel
1,D000285,D000285,21269,21269,1754.69,75,140237,23098.69,30,Dispute,9/15/1998,11/20/2002,90PDayDel
2,D000285A,D000285,5000,5000,412.5,75,140238,5487.5,30,Dispute,9/15/1998,11/20/2002,90PDayDel
1,E305842,E305842,285,245,20.21,36.75,140466,301.96,30,NotDispute,9/30/2002,12/20/2002,60DayDel
6,03824-63771,E002508,101.92,101.92,4.08,15.29,140689,121.29,30,Dispute,5/17/2000,11/20/2002,90PDayDel
4,382463771,E002508,976.26,829.69,33.19,75,140690,937.88,60,Dispute,9/14/1999,11/20/2002,90PDayDel
1,03824-63771,E002508,176.36,113.11,4.52,16.97,140691,134.6,60,Dispute,06-02-1999,11/20/2002,90PDayDel
5,03824-63771,E002508,1033.13,766.9,30.68,75,140695,872.58,60,Dispute,06-02-1999,11/20/2002,90PDayDel
2,03824-63771,E002508,96.56,96.56,3.86,15,242532,115.42,60,Dispute,06-02-1999,10/24/2003,90PDayDel
3,E002508,E002508,90.68,0,0,0,,0,60,NotDispute,11/15/1999,,90PDayDel
1,E306085,E306085,790,70,5.78,15,141006,90.78,60,NotDispute,11-04-2002,12/20/2002,On-Time
1,E307805,E307805,210,210,17.33,31.5,141658,258.83,60,NotDispute,10/25/2002,12/20/2002,On-Time
1,12904,E315360,261.37,261.37,10.45,39.21,172812,311.03,60,NotDispute,02-08-2003,4/18/2003,30DayDel
1,E313963,E313963,479,479,39.52,71.85,173589,590.37,60,NotDispute,02-07-2003,4/18/2003,30DayDel
1,5185,E315096,563.35,563.35,22.53,75,174559,660.88,60,NotDispute,02-06-2003,4/18/2003,30DayDel
1,E313319,E313319,35.5,35.5,2.93,15,175308,53.43,60,Dispute,1/20/2003,9/19/2003,90PDayDel
1,E316671,E316671,995,995,82.09,75,184529,1152.09,60,NotDispute,3/13/2003,5/20/2003,30DayDel
1,1,E000938,445,445,36.71,66.75,194650,548.46,60,Dispute,10-07-1998,10/28/1999,90PDayDel
1,E319343,E319343,14.6,14.6,1.2,15,195150,30.8,60,Dispute,4/17/2003,8/20/2003,90DayDel
1,E321986,E321986,800,70,5.78,15,212611,90.78,60,NotDispute,5/26/2003,8/20/2003,30DayDel
1,*33985,E321626,185.71,185.71,7.43,27.86,214134,221,60,Dispute,05-05-2003,8/20/2003,60DayDel
1,E324607,E324607,845,845,69.71,75,214676,989.71,60,NotDispute,6/24/2003,8/20/2003,On-Time
1,6.55E+14,E401198,13.78,13.78,0.57,15,221532,29.35,60,NotDispute,7/23/2003,8/20/2003,On-Time
2,6.55E+14,E401198,12.92,12.92,0.53,15,240705,28.45,60,NotDispute,9/22/2003,10/24/2003,On-Time
