InvoiceID,InvoiceSequenceID,OMONumber,InvoiceBillAmount,InvoicePayAmount,SalesTax,AdminFee,PaymentID,ChargeAmount,Payment Term,InvoiceStatus,InvoiceDate,DateTransferDoF,DaysDel
9,2909931,EF02933,160.3,160.3,7.21,64.12,2071281,231.63,60,NotDispute,3/24/2015,4/20/2015,On-Time
10,2924959,EF02933,31.03,31.03,1.4,12.41,2086025,44.84,60,NotDispute,4/24/2015,5/17/2015,On-Time
5,2849097,EF02933,42.91,42.91,1.93,17.16,2012352,62,60,NotDispute,11/21/2014,12/19/2014,On-Time
6,2864788,EF02933,51.59,51.59,2.32,20.64,2027605,74.55,60,NotDispute,12/30/2014,1/20/2015,On-Time
7,2879846,EF02933,54.72,54.72,2.46,21.89,2042170,79.07,60,NotDispute,1/26/2015,2/20/2015,On-Time
11,2940019,EF02933,24.12,24.12,1.09,9.65,2101031,34.86,60,NotDispute,5/27/2015,6/19/2015,On-Time
12,2943708,EF02933,25.69,25.69,1.16,10.28,2104167,37.13,60,NotDispute,6/26/2015,7/20/2015,On-Time
13,2948522,EF02933,23.36,23.36,1.05,9.34,2109039,33.75,60,NotDispute,7/23/2015,9/18/2015,On-Time
14,2949803,EF02933,24.86,24.86,1.12,9.94,2109968,35.92,60,NotDispute,8/24/2015,9/18/2015,On-Time
15,2954021,EF02933,9.77,-64.14,-2.89,0,,0,60,NotDispute,10-06-2015,,90PDayDel
1,44556,EF04458,1591.2,1591.2,71.6,636.48,1996962,2299.28,60,Dispute,08-12-2014,11/20/2014,60DayDel
7,44760,EF04458,2380.89,2380.89,107.14,952.36,2086152,3440.39,60,Dispute,12/15/2014,5/17/2015,90PDayDel
2,44613,EF04458,1020.92,1020.92,45.94,408.37,2086153,1475.23,60,Dispute,09-08-2014,5/17/2015,90PDayDel
6,44758,EF04458,1885.92,1885.92,84.87,754.37,2086154,2725.16,60,Dispute,12-08-2014,5/17/2015,90PDayDel
5,44748A,EF04458,3077.48,3077.48,138.49,1230.99,2086155,4446.96,60,Dispute,11/25/2014,5/17/2015,90PDayDel
3,44677A,EF04458,776.21,776.21,34.93,310.48,2086156,1121.62,60,Dispute,10-09-2014,5/17/2015,90PDayDel
8,44768A,EF04458,1868.14,1868.14,84.07,747.26,2087419,2699.47,60,Dispute,12/24/2014,6/19/2015,90PDayDel
4,44717A,EF04458,2599.62,2599.62,116.98,1039.85,2087420,3756.45,60,Dispute,11-11-2014,6/19/2015,90PDayDel
11,78457,EF04458,852.87,852.87,38.38,341.15,2102235,1232.4,60,Dispute,4/14/2015,7/20/2015,60DayDel
13,74574,EF04458,432.44,432.44,19.46,172.98,2102236,624.88,60,NotDispute,5/20/2015,7/20/2015,30DayDel
12,74310,EF04458,1037.57,1037.57,46.69,415.03,2102237,1499.29,60,NotDispute,05-01-2015,7/20/2015,30DayDel
9,44882A,EF04458,1219.64,1219.64,54.88,487.86,2102498,1762.38,60,Dispute,3/31/2015,7/20/2015,60DayDel
15,75209,EF04458,558.15,558.15,25.12,223.26,2108616,806.53,60,NotDispute,08-03-2015,9/18/2015,On-Time
14,74848,EF04458,454.9,454.9,20.47,181.96,2108617,657.33,60,Dispute,6/17/2015,9/18/2015,60DayDel
10,44994A,EF04458,1062.77,1062.77,47.82,425.11,2108618,1535.7,60,Dispute,04-07-2015,9/18/2015,90PDayDel
22,44809,EF04458,1582.24,1582.24,71.2,632.9,2113771,2286.34,60,Dispute,02-09-2015,11/20/2015,90PDayDel
23,44814,EF04458,890.78,890.78,40.09,356.31,2113772,1287.18,60,Dispute,2/13/2015,11/20/2015,90PDayDel
28,44843A,EF04458,1188.12,1188.12,53.47,475.25,2113773,1716.84,60,Dispute,3/23/2015,11/20/2015,90PDayDel
25,44830,EF04458,1962.51,1962.51,88.31,785,2113774,2835.82,60,Dispute,2/27/2015,11/20/2015,90PDayDel
27,44839,EF04458,2761.87,2761.87,124.28,1104.75,2113775,3990.9,60,Dispute,3/17/2015,11/20/2015,90PDayDel
24,44826,EF04458,1506.12,1506.12,67.78,602.45,2113776,2176.35,60,Dispute,2/20/2015,11/20/2015,90PDayDel
16,75402,EF04458,785.8,785.8,35.36,314.32,2113777,1135.48,60,NotDispute,9/28/2015,11/20/2015,On-Time
17,44777,EF04458,2514.91,2514.91,113.17,1005.96,2113778,3634.04,60,Dispute,01-06-2015,11/20/2015,90PDayDel
21,44803,EF04458,1356.77,1356.77,61.05,542.71,2113779,1960.53,60,Dispute,02-02-2015,11/20/2015,90PDayDel
13,2947059,EF01793,297.76,-22.44,-1.01,0,,0,60,NotDispute,7/23/2015,,90PDayDel
19,44793,EF04458,1318.75,1318.75,59.34,527.5,2113780,1905.59,60,Dispute,1/20/2015,11/20/2015,90PDayDel
20,44798,EF04458,1473,1473,66.29,589.2,2113781,2128.49,60,Dispute,1/26/2015,11/20/2015,90PDayDel
18,44782,EF04458,1118.84,1118.84,50.35,447.54,2113782,1616.73,60,Dispute,01-12-2015,11/20/2015,90PDayDel
29,78813,EF04458,997.86,997.86,44.9,399.14,2116330,1441.9,60,NotDispute,10/26/2015,12/18/2015,On-Time
31,71050,EF04458,1179.05,1179.05,53.06,471.62,2123148,1703.73,60,NotDispute,12-04-2015,2/19/2016,30DayDel
30,78815,EF04458,1244.17,1244.17,55.99,497.67,2123149,1797.83,60,Dispute,11/20/2015,2/19/2016,60DayDel
32,75531,EF04458,595.76,595.76,26.81,238.3,2123150,860.87,60,NotDispute,12/14/2015,2/19/2016,30DayDel
33,75573,EF04458,418.55,418.55,18.83,167.42,2123992,604.8,60,NotDispute,12/22/2015,2/19/2016,On-Time
42,75962,EF04458,956.72,956.72,43.05,382.69,2129894,1382.46,60,NotDispute,3/15/2016,4/20/2016,On-Time
34,75648,EF04458,787.7,787.7,35.45,315.08,2129895,1138.23,60,Dispute,01-12-2016,4/20/2016,60DayDel
41,75934,EF04458,731.12,731.12,32.9,292.45,2129896,1056.47,60,NotDispute,03-02-2016,4/20/2016,On-Time
37,75795,EF04458,803.94,803.94,36.18,321.58,2129897,1161.7,60,NotDispute,02-03-2016,4/20/2016,30DayDel
40,75891,EF04458,735.65,735.65,33.1,294.26,2129898,1063.01,60,NotDispute,2/23/2016,4/20/2016,On-Time
35,75695,EF04458,1061.61,1061.61,47.77,424.64,2129899,1534.02,60,Dispute,1/19/2016,4/20/2016,60DayDel
38,75832,EF04458,882.17,882.17,39.7,352.87,2130482,1274.74,60,NotDispute,02-11-2016,4/20/2016,30DayDel
39,75867,EF04458,552.56,552.56,24.87,221.02,2130483,798.45,60,NotDispute,2/15/2016,4/20/2016,30DayDel
43,76011,EF04458,1110.12,1110.12,49.96,444.05,2134117,1604.13,60,NotDispute,3/30/2016,5/16/2016,On-Time
44,76057,EF04458,1375.02,1375.02,61.88,550.01,2136792,1986.91,60,NotDispute,4/14/2016,6/20/2016,30DayDel
45,76242,EF04458,457.08,457.08,20.57,182.83,2138677,660.48,60,NotDispute,4/26/2016,7/20/2016,30DayDel
46,76407,EF04458,700.42,700.42,31.52,280.17,2141004,1012.11,60,NotDispute,5/23/2016,7/20/2016,On-Time
47,76585,EF04458,466.21,466.21,20.98,186.48,2146827,673.67,60,Dispute,6/30/2016,10/20/2016,60DayDel
49,76631,EF04458,384.07,384.07,17.28,153.63,2146828,554.98,60,NotDispute,08-08-2016,10/20/2016,30DayDel
51,76911,EF04458,498.46,498.46,22.43,199.38,2152584,720.27,60,NotDispute,10/25/2016,12/20/2016,On-Time
50,76787,EF04458,551.97,551.97,24.84,220.79,2152585,797.6,60,NotDispute,9/26/2016,12/20/2016,30DayDel
48,44834,EF04458,1234.42,1234.42,55.55,493.77,2153132,1783.74,60,Dispute,03-05-2015,12/20/2016,90PDayDel
52,80053,EF04458,1115.8,1115.8,50.21,446.32,2155471,1612.33,60,NotDispute,11/14/2016,1/20/2017,30DayDel
53,84550,EF04458,876.43,876.43,39.44,350.57,2155472,1266.44,60,NotDispute,11/23/2016,1/20/2017,On-Time
54,84673,EF04458,1305.45,1305.45,58.75,522.18,2160362,1886.38,60,NotDispute,12-05-2016,2/17/2017,30DayDel
55,84911,EF04458,1708.54,1708.54,76.88,683.42,2160363,2468.84,60,NotDispute,12/16/2016,2/17/2017,30DayDel
57,85156,EF04458,1164.51,1164.51,52.4,465.8,2160432,1682.71,60,NotDispute,01-05-2017,2/17/2017,On-Time
56,84985,EF04458,2014.07,2014.07,90.63,805.63,2160433,2910.33,60,NotDispute,12/29/2016,2/17/2017,On-Time
58,85252,EF04458,1125.11,1125.11,50.63,450.04,2161455,1625.78,60,NotDispute,01-12-2017,,90PDayDel
26,44834,EF04458,1234.42,0,0,0,,0,60,NotDispute,03-05-2015,,90PDayDel
59,85370,EF04458,1096.73,1096.73,49.35,438.69,,1584.77,60,NotDispute,1/20/2017,,90PDayDel
36,75745,EF04458,993.48,993.48,44.71,397.39,,1435.58,60,NotDispute,1/28/2016,,90PDayDel
1,EF05564,EF05564,100,100,8.88,40,1982510,148.88,60,NotDispute,09-12-2014,10/20/2014,On-Time
1,55813,EF12750,477.08,477.08,21.47,190.83,2057929,689.38,60,Dispute,01-06-2015,4/20/2015,60DayDel
1,DF00269,DF00269,2245,1745,154.87,698,2099592,2597.87,60,NotDispute,3/30/2015,6/19/2015,30DayDel
2,DF00269A,DF00269,500,500,44.38,200,2103783,744.38,60,NotDispute,6/23/2015,7/20/2015,On-Time
1,EF14849,EF14849,189,189,16.77,75.6,2087524,281.37,60,NotDispute,4/29/2015,6/19/2015,On-Time
1,EF15115,EF15115,2630,2630,233.41,1052,2085923,3915.41,60,NotDispute,4/14/2015,5/17/2015,On-Time
1,EF15667,EF15667,670,670,59.46,268,2058856,997.46,60,NotDispute,2/27/2015,4/20/2015,On-Time
1,EF17576,EF17576,1170,1170,103.84,468,2087958,1741.84,60,NotDispute,04-09-2015,6/19/2015,30DayDel
1,EF18608,EF18608,50,50,4.44,20,2102280,74.44,60,NotDispute,4/27/2015,7/20/2015,30DayDel
1,EF19742,EF19742,250,250,22.19,100,2103031,372.19,60,NotDispute,4/24/2015,7/20/2015,30DayDel
1,EG00413,EG00413,160,160,14.2,64,2123579,238.2,60,Dispute,7/26/2015,2/19/2016,90PDayDel
1,EG00806,EG00806,100,100,8.88,40,2122999,148.88,60,Dispute,08-03-2015,2/19/2016,90PDayDel
1,EG04319,EG04319,100,100,8.88,50,2116029,158.88,60,NotDispute,10/26/2015,11/20/2015,On-Time
1,EG08827,EG08827,44,44,3.91,22,2125689,69.91,60,Dispute,12/16/2015,3/18/2016,60DayDel
1,EG08827,EG08827,44,44,3.91,22,2125696,69.91,60,Dispute,12/16/2015,3/18/2016,60DayDel
1,EG08827,EG08827,44,44,3.91,22,2125703,69.91,60,Dispute,12/16/2015,3/18/2016,60DayDel
1,EG09140,EG09140,559,559,49.61,279.5,2124273,888.11,60,NotDispute,12/18/2015,2/19/2016,30DayDel
1,EG10833,EG10833,750,750,66.56,375,2128034,1191.56,60,NotDispute,2/22/2016,3/18/2016,On-Time
1,EG12922,EG12922,100,100,8.88,50,2148021,158.88,60,NotDispute,09-05-2016,10/20/2016,On-Time
1,EH00043,EH00043,580,580,51.48,290,2146947,921.48,60,Dispute,7/21/2016,10/20/2016,60DayDel
1,EH05561,EH05561,50,50,4.44,25,,79.44,60,NotDispute,11/17/2016,,90PDayDel
1,EH08338,EH08338,16,16,1.42,8,2160648,25.42,60,NotDispute,12/21/2016,2/17/2017,On-Time
1,EH08514,EH08514,749,749,66.47,374.5,2160448,1189.97,60,NotDispute,01-11-2017,2/17/2017,On-Time
1,1,E005357,1300,1300,107.25,75,195113,1482.25,60,Dispute,05-01-1999,1/28/2000,90PDayDel
1,1,E007056,95,95,7.84,15,136,117.84,60,Dispute,06-02-1999,3/22/2000,90PDayDel
1,5080,E015067,361.32,361.32,14.45,54.2,741325,429.97,60,Dispute,12/31/1999,11/15/2007,90PDayDel
1,5115,E015436,200.91,200.91,8.04,30.14,193517,239.09,60,Dispute,01-04-2000,5/20/2003,90PDayDel
1,E016661,E016661,1300,1300,107.25,75,13529,1482.25,60,Dispute,03-01-2000,11/17/2000,90PDayDel
1,E021794,E021794,25.2,25.2,2.08,15,19306,42.28,60,Dispute,5/26/2000,2/20/2001,90PDayDel
1,E101388,E101388,50,50,4.13,15,33648,69.13,60,NotDispute,10/30/2000,12/20/2000,On-Time
1,E111267,E111267,50,50,4.13,15,60629,69.13,60,NotDispute,6/14/2001,7/19/2001,On-Time
1,7733,E112380,207.31,207.31,8.29,31.1,39176,246.7,60,NotDispute,12/27/2000,2/20/2001,On-Time
1,7895,E113509,443.54,443.54,17.74,66.53,40508,527.81,60,Dispute,01-11-2001,5/18/2001,90DayDel
1,65-5340-1327-00,E118548,45.53,45.53,1.82,15,,62.35,60,NotDispute,6/15/2001,,90PDayDel
2,65-5340-1327-00,E118548,135.33,135.33,5.41,20.3,,161.04,60,NotDispute,8/15/2001,,90PDayDel
1,E122627,E122627,1925,1925,158.81,75,68237,2158.81,60,Dispute,5/29/2001,10/22/2001,90DayDel
1,E200979,E200979,595,595,49.09,75,68762,719.09,60,NotDispute,7/26/2001,10/22/2001,30DayDel
1,E208141,E208141,25.2,25.2,2.08,15,77989,42.28,60,Dispute,11/30/2001,8/20/2003,90PDayDel
1,E208467,E208467,70,70,5.78,15,78694,90.78,60,NotDispute,11/29/2001,1/22/2002,On-Time
1,E215776,E215776,4290,4290,353.93,75,158340,4718.93,60,Dispute,3/15/2002,2/20/2003,90PDayDel
1,11780,E216347,326.12,326.12,13.04,48.92,93619,388.08,60,NotDispute,3/13/2002,5/17/2002,30DayDel
1,E221178,E221178,3500,3500,288.75,75,140387,3863.75,60,Dispute,8/28/2002,12/20/2002,60DayDel
1,E303048,E303048,443,443,36.55,66.45,142854,546,60,Dispute,9/30/2002,1/21/2003,60DayDel
1,E305288,E305288,475,475,39.19,71.25,133441,585.44,60,NotDispute,10-02-2002,11/20/2002,On-Time
1,E310648,E310648,1685,1685,139.01,75,158807,1899.01,30,NotDispute,1/13/2003,2/20/2003,30DayDel
1,12868,E314627,1012.64,1012.64,40.51,75,166069,1128.15,30,NotDispute,02-03-2003,3/20/2003,30DayDel
1,E316396,E316396,895,895,73.84,75,294240,1043.84,30,Dispute,04-06-2003,4/20/2004,90PDayDel
1,E317786,E317786,70,70,5.78,15,193425,90.78,30,Dispute,3/18/2003,6/20/2003,90DayDel
1,E324976,E324976,16.8,16.8,1.39,15,221002,33.19,30,Dispute,6/24/2003,10/24/2003,90PDayDel
1,E406093,E406093,95,95,8.19,15,260987,118.19,30,NotDispute,10/15/2003,12/22/2003,60DayDel
1,E409026,E409026,70,70,6.04,15,291087,91.04,30,Dispute,12/13/2003,4/20/2004,90PDayDel
1,E409843,E409843,1200,1200,103.5,75,272673,1378.5,30,NotDispute,12-09-2003,2/23/2004,60DayDel
1,E412007,E412007,70,70,6.04,15,282999,91.04,30,NotDispute,1/30/2004,3/22/2004,30DayDel
1,E412433,E412433,13960,10090,870.26,75,323278,11035.26,30,Dispute,3/15/2004,7/22/2004,90PDayDel
2,E412433R1,E412433,1775,1775,153.09,75,527717,2003.09,30,Dispute,3/15/2004,3/20/2006,90PDayDel
1,D400235,D400235,6800,6800,586.5,75,384857,7461.5,30,NotDispute,12-08-2004,1/20/2005,30DayDel
1,E418058,E418058,899,899,77.54,75,323491,1051.54,30,Dispute,4/21/2004,7/22/2004,90DayDel
1,e420888,E420888,15,15,1.29,15,322842,31.29,30,Dispute,04-12-2004,8/20/2004,90PDayDel
1,E421200,E421200,300,300,25.88,45,322922,370.88,30,Dispute,4/18/2004,7/22/2004,90DayDel
1,E424586,E424586,3180,2880,248.4,75,373257,3203.4,30,Dispute,6/16/2004,2/22/2005,90PDayDel
1,E424863,E424863,70,70,6.04,15,346350,91.04,30,NotDispute,08-12-2004,9/20/2004,30DayDel
1,273936435,E502626,281.29,281.29,11.6,42.19,342329,335.08,30,NotDispute,6/24/2004,8/20/2004,30DayDel
3,273936435,E502626,231.25,231.25,9.54,34.69,354102,275.48,30,NotDispute,8/26/2004,10/20/2004,30DayDel
2,273936435,E502626,243.31,243.31,10.04,36.5,344061,289.85,30,NotDispute,7/26/2004,9/20/2004,30DayDel
4,273936435,E502626,198.46,198.46,8.19,29.77,364084,236.42,30,NotDispute,9/24/2004,11/22/2004,30DayDel
5,273936435,E502626,530.28,530.28,21.87,75,373925,627.15,30,NotDispute,10/26/2004,12/20/2004,30DayDel
6,273936435,E502626,975.24,975.24,40.23,75,383410,1090.47,30,NotDispute,11/22/2004,1/20/2005,30DayDel
7,273936435,E502626,1877.21,1877.21,77.43,75,392408,2029.64,30,NotDispute,12/27/2004,2/22/2005,30DayDel
8,273936435,E502626,2429.31,2429.31,100.21,75,403124,2604.52,30,NotDispute,1/25/2005,4/20/2005,60DayDel
9,273936435,E502626,2559.98,2559.98,105.6,75,412340,2740.58,30,NotDispute,2/24/2005,4/20/2005,30DayDel
10,273936435,E502626,2184.16,2184.16,90.1,75,421772,2349.26,30,NotDispute,2/24/2005,5/20/2005,60DayDel
11,273936435,E502626,1276,1276,52.64,75,433097,1403.64,30,NotDispute,4/25/2005,6/20/2005,30DayDel
12,273936435,E502626,384.94,384.94,15.88,57.74,444333,458.56,30,NotDispute,05-12-2005,7/20/2005,60DayDel
1,E505537,E505537,37.5,37.5,3.23,15,435591,55.73,30,NotDispute,04-10-2005,6/20/2005,60DayDel
1,E519327,E519327,167,167,14.4,25.05,401845,206.45,30,Dispute,1/26/2005,5/20/2005,90DayDel
1,E520060,E520060,70,70,6.04,15,412470,91.04,30,Dispute,02-09-2005,6/20/2005,90PDayDel
1,e521277,E521277,59.5,59.5,5.13,15,431270,79.63,30,Dispute,2/28/2005,8/19/2005,90PDayDel
1,E526031,E526031,14,14,1.21,15,443776,30.21,30,NotDispute,4/20/2005,6/20/2005,60DayDel
1,E529348,E529348,15,15,1.29,15,485567,31.29,30,Dispute,5/15/2005,11/22/2005,90PDayDel
1,E532406,E532406,50,50,4.31,15,455969,69.31,30,NotDispute,7/15/2005,8/19/2005,30DayDel
1,E604683,E604683,52.5,52.5,4.53,15,475042,72.03,30,Dispute,8/20/2005,11/22/2005,90DayDel
1,E605076,E605076,50,50,4.31,15,498340,69.31,30,NotDispute,11-08-2005,12/20/2005,30DayDel
1,3692,E605951,999.24,999.24,41.22,75,477646,1115.46,30,NotDispute,8/24/2005,11/22/2005,60DayDel
1,E606005,E606005,50,50,4.31,15,517366,69.31,30,NotDispute,11/29/2005,2/21/2006,60DayDel
1,E610383,E610383,59.5,59.5,5.13,15,506847,79.63,30,Dispute,10-12-2005,1/23/2006,90DayDel
1,E612249,E612249,14,14,1.21,15,508657,30.21,30,NotDispute,11-05-2005,1/23/2006,60DayDel
1,E619118,E619118,24.5,24.5,2.11,15,539096,41.61,30,Dispute,01-05-2006,4/20/2006,90DayDel
1,E619676,E619676,923,923,79.61,75,539769,1077.61,30,Dispute,01-06-2006,4/20/2006,90DayDel
1,E622568,E622568,50,50,4.31,15,558620,69.31,30,NotDispute,4/20/2006,5/19/2006,On-Time
1,E623503,E623503,694,694,59.86,75,593288,828.86,30,Dispute,2/27/2006,9/20/2006,90PDayDel
1,E624143,E624143,15,15,1.29,15,561293,31.29,30,Dispute,2/17/2006,6/20/2006,90PDayDel
1,E633981,E633981,235,235,20.27,35.25,570324,290.52,30,NotDispute,5/18/2006,7/20/2006,60DayDel
1,E700782,E700782,300,200,17.25,30,593181,247.25,30,NotDispute,7/25/2006,9/20/2006,30DayDel
1,E701309,E701309,7,7,0.6,15,612884,22.6,30,NotDispute,7/28/2006,10/20/2006,60DayDel
1,E707576,E707576,885,885,76.33,75,624659,1036.33,30,NotDispute,10/14/2006,12/20/2006,60DayDel
1,E709710,E709710,70,70,6.04,15,633188,91.04,30,NotDispute,10/25/2006,1/19/2007,60DayDel
1,E712073,E712073,12,12,1.04,15,645969,28.04,30,Dispute,11-10-2006,2/20/2007,90DayDel
1,E716686,E716686,12,12,1.04,15,665839,28.04,30,Dispute,12/29/2006,4/20/2007,90DayDel
1,E725011,E725011,70,70,6.04,15,686173,91.04,30,NotDispute,3/29/2007,5/18/2007,30DayDel
1,E726569,E726569,17.4,17.4,1.5,15,696768,33.9,30,NotDispute,04-05-2007,6/20/2007,60DayDel
1,E728468,E728468,50,50,4.31,15,730520,69.31,30,NotDispute,8/31/2007,10/19/2007,30DayDel
1,25126,E734398,240.42,0,0,0,,0,30,NotDispute,07-02-2007,,90PDayDel
1,E807877,E807877,70,70,6.04,15,741564,91.04,30,NotDispute,10-12-2007,11/15/2007,30DayDel
1,E810762,E810762,35.7,35.7,2.99,15,751384,53.69,30,NotDispute,11-02-2007,12/20/2007,30DayDel
1,E811299,E811299,70,70,5.86,15,763292,90.86,30,NotDispute,12-12-2007,1/18/2008,30DayDel
1,1004676,E815343,799.16,799.16,31.97,75,785006,906.13,30,NotDispute,1/29/2008,3/20/2008,30DayDel
2,1028221,E815343,1226.47,1226.47,49.06,75,808293,1350.53,30,NotDispute,3/27/2008,5/20/2008,30DayDel
1,E709688,E709688,50,50,4.31,15,624848,69.31,30,NotDispute,10/31/2006,12/20/2006,30DayDel
1,E711499,E711499,385,385,33.21,57.75,633063,475.96,30,NotDispute,10/27/2006,12/20/2006,30DayDel
1,E709923,E709923,21,21,1.81,15,633729,37.81,30,Dispute,10-10-2006,1/19/2007,90DayDel
1,E710289,E710289,7,7,0.6,15,634136,22.6,30,NotDispute,10/31/2006,1/19/2007,60DayDel
1,E713928,E713928,285,285,24.58,42.75,635728,352.33,30,NotDispute,11/25/2006,1/19/2007,30DayDel
1,E714699,E714699,70,70,6.04,15,645812,91.04,30,NotDispute,01-11-2007,2/20/2007,30DayDel
1,E717250,E717250,1208,1208,104.19,75,654859,1387.19,30,NotDispute,01-04-2007,3/20/2007,60DayDel
1,E718202,E718202,485,485,41.83,72.75,655210,599.58,30,NotDispute,01-12-2007,3/20/2007,60DayDel
1,E713317,E713317,6,6,0.52,15,644828,21.52,30,NotDispute,11/30/2006,2/20/2007,60DayDel
1,E715298,E715298,36,36,3.11,15,662875,54.11,30,Dispute,12/15/2006,3/20/2007,90DayDel
1,E715460,E715460,9,9,0.78,15,662879,24.78,30,Dispute,12/15/2006,3/20/2007,90DayDel
1,E719281,E719281,50,50,4.31,15,663121,69.31,30,NotDispute,1/31/2007,3/20/2007,30DayDel
1,E721026,E721026,145,130,11.21,19.5,665452,160.71,30,NotDispute,2/17/2007,4/20/2007,60DayDel
1,E716181,E716181,12,12,1.04,15,665809,28.04,30,Dispute,12/29/2006,4/20/2007,90DayDel
1,E718459,E718459,39,39,3.36,15,674435,57.36,30,Dispute,1/30/2007,5/18/2007,90DayDel
1,E725002,E725002,921,771,66.5,75,685334,912.5,30,NotDispute,04-03-2007,5/18/2007,30DayDel
1,E725506,E725506,30.45,30.45,2.63,15,686118,48.08,30,NotDispute,3/28/2007,5/18/2007,30DayDel
1,21815,E731017,291.78,291.78,12.04,43.77,696843,347.59,30,NotDispute,5/23/2007,6/20/2007,On-Time
1,E729600,E729600,435,435,37.52,65.25,697583,537.77,30,NotDispute,5/19/2007,6/20/2007,30DayDel
1,E728474,E728474,17.4,17.4,1.5,15,698266,33.9,30,NotDispute,4/26/2007,7/20/2007,60DayDel
1,21414,E728880,523.68,523.68,21.6,75,686495,620.28,30,NotDispute,4/27/2007,6/20/2007,30DayDel
1,E729279,E729279,70,70,6.04,15,699447,91.04,30,NotDispute,6/15/2007,7/20/2007,30DayDel
1,E731306,E731306,17.4,17.4,1.5,15,707597,33.9,30,NotDispute,5/30/2007,7/20/2007,30DayDel
1,6.33E+14,E800439,188.23,188.23,7.76,28.23,708536,224.22,30,NotDispute,6/29/2007,8/20/2007,30DayDel
2,6.33E+14,E800439,204.44,204.44,8.43,30.67,718876,243.54,30,NotDispute,7/31/2007,9/20/2007,30DayDel
3,6.33E+14,E800439,164.71,164.71,6.79,24.71,729639,196.21,30,NotDispute,8/29/2007,9/20/2007,On-Time
4,6.33E+14,E800439,170.51,170.51,7.03,25.58,740748,203.12,30,NotDispute,9/28/2007,11/15/2007,30DayDel
6,6.33E+14,E800439,165.78,165.78,6.63,24.87,751691,197.28,30,NotDispute,10/30/2007,12/20/2007,30DayDel
7,6.33E+14,E800439,179.81,179.81,7.19,26.97,761392,213.97,30,NotDispute,11/30/2007,1/18/2008,30DayDel
5,6.33E+14,E800439,189.78,0,0,0,,0,30,NotDispute,10-09-2007,,90PDayDel
1,E732387,E732387,70,70,6.04,15,708657,91.04,30,NotDispute,6/30/2007,8/20/2007,30DayDel
1,E734300,E734300,2113.5,2113.5,182.29,75,719816,2370.79,30,NotDispute,7/31/2007,9/20/2007,30DayDel
1,303929301,E803057,373.48,373.48,15.41,56.02,727587,444.91,30,NotDispute,08-09-2007,9/20/2007,30DayDel
3,303929301,E803057,382.43,382.43,15.78,57.36,730881,455.57,60,NotDispute,09-11-2007,10/19/2007,On-Time
4,303929301,E803057,322.06,322.06,13.28,48.31,741217,383.65,60,NotDispute,10-09-2007,11/15/2007,On-Time
5,303929301,E803057,706.43,706.43,28.26,75,759819,809.69,60,NotDispute,11-08-2007,12/20/2007,On-Time
6,303929301,E803057,1637.2,1637.2,65.49,75,763804,1777.69,60,NotDispute,12-10-2007,1/18/2008,On-Time
7,994672,E803057,1980.17,1980.17,79.21,75,783443,2134.38,60,NotDispute,01-11-2008,2/20/2008,On-Time
8,1014788,E803057,4098.4,2118.23,84.73,75,794542,2277.96,60,NotDispute,02-11-2008,3/20/2008,On-Time
9,1027856,E803057,4292.06,2173.83,86.95,75,807496,2335.78,60,NotDispute,03-12-2008,4/18/2008,On-Time
10,1030384,E803057,4152.3,1978.47,79.14,75,810018,2132.61,60,NotDispute,04-09-2008,5/20/2008,On-Time
11,1050931,E803057,1602.16,1602.16,64.09,75,830736,1741.25,60,NotDispute,05-12-2008,6/20/2008,On-Time
12,1054249,E803057,2375.97,773.81,30.95,75,833935,879.76,60,NotDispute,06-10-2008,7/18/2008,On-Time
13,1065438,E803057,1511.16,737.35,29.49,75,844451,841.84,60,NotDispute,07-11-2008,8/20/2008,On-Time
2,303929301,E803057,26,0,0,0,,0,60,NotDispute,08-09-2007,,90PDayDel
1,E802367,E802367,70,70,6.04,15,728167,91.04,60,NotDispute,08-02-2007,9/20/2007,On-Time
1,E734102,E734102,70,70,6.04,15,728574,91.04,60,NotDispute,07-11-2007,9/20/2007,30DayDel
1,25027,E800911,44.47,44.47,1.83,15,728647,61.3,60,NotDispute,08-01-2007,9/20/2007,On-Time
2,25842,E800911,14.53,14.53,0.58,15,751532,30.11,60,NotDispute,11-05-2007,12/20/2007,On-Time
3,26764,E800911,667.19,667.19,26.69,75,773427,768.88,60,NotDispute,12/13/2007,2/20/2008,30DayDel
5,26783,E800911,532.15,532.15,21.29,75,773474,628.44,60,NotDispute,12/20/2007,2/20/2008,30DayDel
4,26973,E800911,663.68,663.68,26.55,75,773519,765.23,60,NotDispute,12/31/2007,2/20/2008,On-Time
6,27219,E800911,726.35,726.35,29.05,75,774230,830.4,60,NotDispute,1/15/2008,2/20/2008,On-Time
7,27768,E800911,812.28,812.28,32.49,75,783178,919.77,60,NotDispute,1/28/2008,2/20/2008,On-Time
8,27991,E800911,736.79,736.79,29.47,75,785751,841.26,60,NotDispute,02-09-2008,3/20/2008,On-Time
9,19299,E800911,735.33,735.33,29.41,75,794266,839.74,60,NotDispute,2/19/2008,3/20/2008,On-Time
10,19608,E800911,1138.87,1138.87,45.55,75,796973,1259.42,60,NotDispute,03-04-2008,4/18/2008,On-Time
11,19882,E800911,524.89,524.89,21,75,797880,620.89,60,NotDispute,03-12-2008,4/18/2008,On-Time
